Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Team,MP.1,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Expected_Ast,Expected_xAG,Expected_xA,Expected_A-xAG,Expected_KP,Expected_1/3,Expected_PPA,Expected_CrsPA,Expected_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err
Rodrigo Bentancur,uy URU,MF,26.0,23.0,13,1005.0,11.2,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.9,1.9,0.5,2.4,16.0,72.0,31.0,0.09,0.09,0.18,0.09,0.18,0.17,0.04,0.22,0.17,0.22,Matches,Tottenham,,,,,,,,,,,,,,,,,1.0,18.0,4.0,22.2,1.61,0.36,0.06,0.25,16.3,0.0,0.0,0.0,1.9,1.9,0.11,-0.9,-0.9,674.0,800.0,84.3,10011.0,2610.0,384.0,426.0,90.1,244.0,282.0,86.5,29.0,41.0,70.7,1.0,0.5,1.1,0.5,8.0,69.0,11.0,1.0,72.0,786.0,10.0,9.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,674.0,4.0,26.0,31.0,2.78,26.0,0.0,1.0,2.0,0.0,2.0,4.0,0.36,3.0,0.0,0.0,0.0,0.0,1.0,23,15,10,11,2,10,24,41.7,14,15,4,11,17,40,16,1
Ben Davies,wls WAL,DF,30.0,17.0,12,1090.0,12.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.3,2.3,0.4,2.7,13.0,71.0,20.0,0.08,0.0,0.08,0.08,0.08,0.19,0.03,0.23,0.19,0.23,Matches,Tottenham,,,,,,,,,,,,,,,,,1.0,12.0,2.0,16.7,0.99,0.17,0.08,0.5,11.8,0.0,0.0,0.0,2.3,2.3,0.19,-1.3,-1.3,766.0,850.0,90.1,13839.0,5258.0,303.0,324.0,93.5,388.0,413.0,93.9,60.0,81.0,74.1,0.0,0.4,0.6,-0.4,4.0,80.0,4.0,0.0,71.0,788.0,61.0,34.0,3.0,3.0,10.0,27.0,0.0,0.0,0.0,0.0,766.0,1.0,10.0,15.0,1.24,14.0,0.0,0.0,0.0,1.0,0.0,2.0,0.17,1.0,0.0,0.0,0.0,1.0,0.0,24,17,13,8,3,16,21,76.2,5,17,15,2,10,34,35,0
Emerson,br BRA,DF,24.0,22.0,11,1161.0,12.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.2,0.2,0.4,0.6,21.0,57.0,35.0,0.08,0.0,0.08,0.08,0.08,0.02,0.03,0.05,0.02,0.05,Matches,Tottenham,,,,,,,,,,,,,,,,,1.0,6.0,3.0,50.0,0.47,0.23,0.17,0.33,22.5,0.0,0.0,0.0,0.2,0.2,0.03,0.8,0.8,937.0,1038.0,90.3,13652.0,3714.0,529.0,558.0,94.8,339.0,362.0,93.6,32.0,45.0,71.1,0.0,0.4,0.9,-0.4,3.0,42.0,7.0,2.0,57.0,915.0,122.0,45.0,1.0,2.0,14.0,75.0,0.0,0.0,0.0,0.0,937.0,1.0,23.0,21.0,1.63,15.0,2.0,0.0,1.0,2.0,1.0,3.0,0.23,1.0,2.0,0.0,0.0,0.0,0.0,36,24,23,10,3,21,43,48.8,22,23,10,13,20,56,50,1
Timo Werner,de GER,FW,27.0,13.0,10,809.0,9.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,3.7,3.7,2.7,6.4,79.0,41.0,124.0,0.22,0.33,0.56,0.22,0.56,0.41,0.3,0.72,0.41,0.72,Matches,Tottenham,,,,,,,,,,,,,,,,,2.0,29.0,7.0,24.1,3.23,0.78,0.07,0.29,14.1,0.0,0.0,0.0,3.7,3.7,0.13,-1.7,-1.7,281.0,366.0,76.8,4049.0,863.0,163.0,189.0,86.2,108.0,138.0,78.3,6.0,12.0,50.0,3.0,2.7,2.9,0.3,15.0,9.0,20.0,5.0,41.0,349.0,16.0,2.0,2.0,0.0,28.0,14.0,0.0,0.0,0.0,0.0,281.0,1.0,16.0,34.0,3.78,25.0,0.0,4.0,4.0,1.0,0.0,7.0,0.78,7.0,0.0,0.0,0.0,0.0,0.0,7,4,3,4,0,5,18,27.8,13,12,0,12,3,10,2,0
Pierre Højbjerg,dk DEN,MF,27.0,36.0,8,1311.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.2,1.9,17.0,134.0,29.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,Matches,Tottenham,,,,,,,,,,,,,,,,,0.0,19.0,6.0,31.6,1.3,0.41,0.0,0.0,26.5,3.0,0.0,0.0,0.7,0.7,0.04,-0.7,-0.7,1234.0,1415.0,87.2,20132.0,7286.0,652.0,718.0,90.8,440.0,480.0,91.7,100.0,142.0,70.4,0.0,1.2,1.5,-1.2,9.0,160.0,12.0,1.0,134.0,1364.0,41.0,31.0,2.0,12.0,14.0,8.0,2.0,0.0,0.0,0.0,1234.0,10.0,14.0,39.0,2.68,36.0,0.0,2.0,1.0,0.0,0.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,32,18,13,17,2,13,34,38.2,21,21,7,14,19,51,30,3
Oliver Skipp,eng ENG,"MF,DF",22.0,21.0,5,707.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.6,1.3,8.0,37.0,25.0,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.16,0.09,0.16,Matches,Tottenham,,,,,,,,,,,,,,,,,0.0,4.0,1.0,25.0,0.51,0.13,0.0,0.0,13.7,0.0,0.0,0.0,0.7,0.7,0.17,-0.7,-0.7,351.0,383.0,91.6,5258.0,1454.0,199.0,210.0,94.8,123.0,131.0,93.9,19.0,24.0,79.2,0.0,0.6,0.5,-0.6,7.0,37.0,3.0,0.0,37.0,366.0,16.0,8.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,351.0,1.0,2.0,14.0,1.78,13.0,0.0,0.0,1.0,0.0,0.0,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,18,12,9,6,3,11,18,61.1,7,12,1,11,3,21,9,0
Giovani Lo Celso,ar ARG,MF,27.0,22.0,4,506.0,5.6,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.6,0.6,1.9,2.5,25.0,68.0,29.0,0.36,0.36,0.71,0.36,0.71,0.1,0.34,0.45,0.1,0.45,Matches,Tottenham,,,,,,,,,,,,,,,,,2.0,13.0,6.0,46.2,2.31,1.07,0.15,0.33,21.7,0.0,0.0,0.0,0.6,0.6,0.04,1.4,1.4,449.0,503.0,89.3,6799.0,2073.0,244.0,260.0,93.8,153.0,165.0,92.7,33.0,45.0,73.3,2.0,1.9,1.9,0.1,18.0,44.0,14.0,3.0,68.0,466.0,32.0,23.0,2.0,0.0,13.0,2.0,7.0,5.0,0.0,0.0,449.0,5.0,8.0,28.0,4.96,22.0,2.0,1.0,2.0,1.0,0.0,3.0,0.53,3.0,0.0,0.0,0.0,0.0,0.0,22,13,10,8,4,9,14,64.3,5,4,1,3,5,27,2,0
Radu Drăgușin,ro ROU,DF,21.0,9.0,4,429.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Tottenham,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.21,0.0,0.0,,10.4,0.0,0.0,0.0,0.1,0.1,0.14,-0.1,-0.1,326.0,370.0,88.1,5633.0,1782.0,130.0,148.0,87.8,185.0,198.0,93.4,8.0,16.0,50.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,352.0,18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,326.0,0.0,3.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,5,0,0,3,3,100.0,0,5,4,1,8,13,19,0
Bryan Gil,es ESP,"FW,MF",22.0,11.0,2,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,11.0,16.0,49.0,0.0,0.0,0.0,0.0,0.0,0.32,0.09,0.41,0.32,0.41,Matches,Tottenham,,,,,,,,,,,,,,,,,0.0,4.0,1.0,25.0,1.72,0.43,0.0,0.0,13.9,0.0,0.0,0.0,0.8,0.8,0.19,-0.8,-0.8,127.0,157.0,80.9,1809.0,344.0,69.0,81.0,85.2,54.0,62.0,87.1,1.0,2.0,50.0,0.0,0.2,0.3,-0.2,4.0,6.0,8.0,1.0,16.0,155.0,2.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,127.0,0.0,7.0,9.0,3.88,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,4,25.0,3,3,0,3,3,4,4,0
Manor Solomon,il ISR,FW,24.0,5.0,2,199.0,2.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,1.2,17.0,11.0,44.0,0.0,0.9,0.9,0.0,0.9,0.19,0.38,0.56,0.19,0.56,Matches,Tottenham,,,,,,,,,,,,,,,,,0.0,7.0,1.0,14.3,3.17,0.45,0.0,0.0,16.8,0.0,0.0,0.0,0.4,0.4,0.06,-0.4,-0.4,78.0,90.0,86.7,1105.0,196.0,45.0,48.0,93.8,28.0,35.0,80.0,3.0,4.0,75.0,2.0,0.8,0.8,1.2,12.0,3.0,7.0,1.0,11.0,90.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,1.0,19.0,8.59,16.0,0.0,1.0,1.0,1.0,0.0,2.0,0.9,2.0,0.0,0.0,0.0,0.0,0.0,3,3,1,1,1,1,2,50.0,1,4,0,4,3,6,2,0
Eric Dier,eng ENG,DF,29.0,4.0,1,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,125.0,141.0,88.7,2070.0,1037.0,52.0,57.0,91.2,69.0,72.0,95.8,3.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,132.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,2.0,0.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,0,0,2,2,100.0,0,3,3,0,2,4,12,0
Ivan Perišić,hr CRO,FW,34.0,5.0,0,103.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.9,1.0,15.0,9.0,17.0,0.0,0.87,0.87,0.0,0.87,0.1,0.75,0.85,0.1,0.85,Matches,Tottenham,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,1.75,0.0,0.0,,13.0,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,53.0,76.0,69.7,828.0,363.0,31.0,39.0,79.5,14.0,22.0,63.6,7.0,13.0,53.8,1.0,0.9,0.7,0.1,5.0,4.0,6.0,2.0,9.0,72.0,4.0,1.0,0.0,1.0,13.0,2.0,1.0,1.0,0.0,0.0,53.0,0.0,1.0,8.0,6.99,6.0,1.0,1.0,0.0,0.0,0.0,2.0,1.75,1.0,1.0,0.0,0.0,0.0,0.0,3,2,1,1,1,3,5,60.0,2,1,0,1,2,5,1,0
Davinson Sánchez,co COL,DF,27.0,1.0,0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,Tottenham,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.17,0.0,0.0,,8.6,0.0,0.0,0.0,0.1,0.1,0.12,-0.1,-0.1,68.0,75.0,90.7,1045.0,377.0,37.0,38.0,97.4,27.0,29.0,93.1,3.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,73.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1.0,1.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,3,2,1,1,1,2,0
Alejo Véliz,ar ARG,FW,19.0,8.0,0,50.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,3.0,1.8,0.0,1.8,1.8,1.8,0.45,0.0,0.45,0.45,0.45,Matches,Tottenham,,,,,,,,,,,,,,,,,1.0,2.0,1.0,50.0,3.6,1.8,0.5,1.0,8.9,0.0,0.0,0.0,0.2,0.2,0.12,0.8,0.8,5.0,10.0,50.0,91.0,5.0,2.0,4.0,50.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
Dane Scarlett,eng ENG,FW,19.0,4.0,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,3.0,66.7,25.0,16.0,1.0,1.0,100.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0
Mikey Moore,eng ENG,MF,15.0,2.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,5.0,80.0,51.0,11.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Jamie Donley,eng ENG,FW,18.0,3.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,100.0,14.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Brandon Austin,eng ENG,GK,24.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfie Dorrington,eng ENG,DF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraser Forster,eng ENG,GK,35.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrese Hall,eng ENG,MF,17.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashley Phillips,wls WAL,DF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yago Santiago,es ESP,"FW,MF",20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfie Whiteman,eng ENG,GK,24.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conor Gallagher,eng ENG,MF,23.0,37.0,37,3128.0,34.8,5.0,7.0,12.0,5.0,0.0,0.0,9.0,1.0,4.2,4.2,5.0,9.2,62.0,172.0,122.0,0.14,0.2,0.35,0.14,0.35,0.12,0.15,0.27,0.12,0.27,Matches,Chelsea,,,,,,,,,,,,,,,,,5.0,48.0,17.0,35.4,1.38,0.49,0.1,0.29,20.4,0.0,0.0,0.0,4.2,4.2,0.09,0.8,0.8,1801.0,2018.0,89.2,26732.0,5954.0,1054.0,1116.0,94.4,598.0,654.0,91.4,95.0,146.0,65.1,7.0,5.0,3.5,2.0,52.0,135.0,32.0,4.0,172.0,1889.0,122.0,50.0,5.0,7.0,64.0,17.0,45.0,15.0,12.0,2.0,1801.0,7.0,29.0,109.0,3.14,78.0,15.0,5.0,4.0,1.0,6.0,14.0,0.4,7.0,5.0,0.0,1.0,0.0,1.0,85,52,37,31,17,33,77,42.9,44,50,11,39,43,128,34,0
Moisés Caicedo,ec ECU,MF,21.0,35.0,33,2866.0,31.8,1.0,3.0,4.0,1.0,0.0,0.0,11.0,0.0,0.4,0.4,2.6,3.0,27.0,173.0,27.0,0.03,0.09,0.13,0.03,0.13,0.01,0.08,0.09,0.01,0.09,Matches,Chelsea,,,,,,,,,,,,,,,,,1.0,13.0,4.0,30.8,0.41,0.13,0.08,0.25,29.0,0.0,0.0,0.0,0.4,0.4,0.03,0.6,0.6,1907.0,2119.0,90.0,29696.0,8181.0,1046.0,1120.0,93.4,673.0,726.0,92.7,124.0,162.0,76.5,3.0,2.6,2.0,0.4,23.0,176.0,20.0,0.0,173.0,2065.0,45.0,39.0,12.0,12.0,10.0,3.0,0.0,0.0,0.0,0.0,1907.0,9.0,29.0,66.0,2.07,52.0,0.0,3.0,1.0,6.0,4.0,12.0,0.38,11.0,0.0,0.0,0.0,0.0,1.0,91,46,38,42,11,36,60,60.0,24,59,25,34,37,128,44,4
Nicolas Jackson,sn SEN,FW,22.0,35.0,31,2799.0,31.1,14.0,5.0,19.0,14.0,0.0,0.0,10.0,0.0,18.6,18.6,4.3,22.9,70.0,67.0,200.0,0.45,0.16,0.61,0.45,0.61,0.6,0.14,0.74,0.6,0.74,Matches,Chelsea,,,,,,,,,,,,,,,,,14.0,80.0,38.0,47.5,2.57,1.22,0.18,0.37,12.6,0.0,0.0,0.0,18.6,18.6,0.23,-4.6,-4.6,515.0,666.0,77.3,6528.0,1537.0,323.0,386.0,83.7,126.0,164.0,76.8,20.0,27.0,74.1,5.0,4.3,2.9,0.7,38.0,40.0,21.0,0.0,67.0,613.0,52.0,1.0,11.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,515.0,1.0,25.0,95.0,3.05,60.0,1.0,18.0,8.0,6.0,2.0,11.0,0.35,7.0,0.0,2.0,2.0,0.0,0.0,21,13,5,8,8,5,24,20.8,19,20,5,15,4,25,17,0
Cole Palmer,eng ENG,"FW,MF",21.0,33.0,29,2607.0,29.0,22.0,11.0,33.0,13.0,9.0,9.0,7.0,0.0,18.2,11.1,11.1,22.2,117.0,197.0,195.0,0.76,0.38,1.14,0.45,0.83,0.63,0.38,1.01,0.38,0.77,Matches,Chelsea,,,,,,,,,,,,,,,,,22.0,100.0,37.0,37.0,3.45,1.28,0.13,0.35,22.1,11.0,9.0,9.0,18.2,11.1,0.11,3.8,1.9,1121.0,1415.0,79.2,18622.0,5642.0,574.0,636.0,90.3,407.0,479.0,85.0,101.0,186.0,54.3,11.0,11.1,8.7,-0.1,72.0,136.0,69.0,5.0,197.0,1294.0,111.0,23.0,27.0,14.0,81.0,22.0,55.0,24.0,12.0,0.0,1121.0,10.0,37.0,162.0,5.59,116.0,12.0,14.0,10.0,5.0,5.0,26.0,0.9,20.0,0.0,1.0,2.0,1.0,2.0,23,12,9,6,8,8,19,42.1,11,20,2,18,20,43,13,2
Axel Disasi,fr FRA,DF,25.0,31.0,29,2579.0,28.7,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.4,2.4,0.3,2.7,30.0,112.0,21.0,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,Matches,Chelsea,,,,,,,,,,,,,,,,,2.0,16.0,4.0,25.0,0.56,0.14,0.13,0.5,10.3,0.0,0.0,0.0,2.4,2.4,0.15,-0.4,-0.4,2031.0,2256.0,90.0,34081.0,11464.0,877.0,913.0,96.1,1050.0,1124.0,93.4,86.0,168.0,51.2,0.0,0.3,1.0,-0.3,3.0,115.0,8.0,1.0,112.0,2153.0,98.0,49.0,3.0,11.0,10.0,43.0,0.0,0.0,0.0,0.0,2031.0,5.0,19.0,13.0,0.45,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,19,20,10,3,23,30,76.7,7,26,19,7,18,51,102,2
Thiago Silva,br BRA,DF,38.0,31.0,28,2527.0,28.1,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.8,0.8,1.0,1.8,2.0,102.0,5.0,0.11,0.04,0.14,0.11,0.14,0.03,0.04,0.06,0.03,0.06,Matches,Chelsea,,,,,,,,,,,,,,,,,3.0,14.0,4.0,28.6,0.5,0.14,0.21,0.75,9.4,0.0,0.0,0.0,0.8,0.8,0.06,2.2,2.2,2166.0,2287.0,94.7,38542.0,15513.0,887.0,918.0,96.6,1119.0,1157.0,96.7,143.0,186.0,76.9,1.0,1.0,0.6,0.0,9.0,125.0,10.0,1.0,102.0,2198.0,88.0,60.0,0.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,2166.0,1.0,6.0,27.0,0.96,25.0,1.0,0.0,1.0,0.0,0.0,4.0,0.14,3.0,0.0,0.0,1.0,0.0,0.0,29,15,22,6,1,20,34,58.8,14,33,24,9,26,55,153,4
Enzo Fernández,ar ARG,MF,22.0,28.0,26,2209.0,24.5,3.0,2.0,5.0,2.0,1.0,2.0,7.0,0.0,6.2,4.6,3.4,8.0,52.0,210.0,54.0,0.12,0.08,0.2,0.08,0.16,0.25,0.14,0.39,0.19,0.33,Matches,Chelsea,,,,,,,,,,,,,,,,,3.0,45.0,13.0,28.9,1.83,0.53,0.04,0.15,21.3,2.0,1.0,2.0,6.2,4.6,0.1,-3.2,-2.6,1574.0,1862.0,84.5,28776.0,8415.0,674.0,742.0,90.8,661.0,744.0,88.8,196.0,273.0,71.8,2.0,3.4,3.7,-1.4,32.0,177.0,43.0,4.0,210.0,1756.0,89.0,52.0,21.0,28.0,45.0,5.0,22.0,4.0,7.0,0.0,1574.0,17.0,30.0,82.0,3.34,69.0,5.0,0.0,3.0,5.0,0.0,7.0,0.29,5.0,1.0,0.0,0.0,1.0,0.0,50,22,22,18,10,27,65,41.5,38,36,13,23,17,67,28,0
